system,order,num_pips,num_flat_exponents,jit,run,batch_size,run_per_sample,throughput
A2B2C,8,11910,43758,2.0598188100848347,0.0003133197710849,2,0.0001566598855424,6383.255014755649
A2B2C,8,11910,43758,2.044655434088781,0.0003469488099217,4,0.0000867372024804,11529.078312452632
A2B2C,8,11910,43758,2.068161289091222,0.0003926331260008,8,0.0000490791407501,20375.254837724
A2B2C,8,11910,43758,2.091794852982275,0.000443061036989,16,0.0000276913148118,36112.40588594994
A2B2C,8,11910,43758,2.118411228992045,0.0006736607459606,32,0.0000210518983112,47501.65449282197
A2B2C,8,11910,43758,2.063558188965544,0.0012953114920528,64,0.0000202392420633,49408.96486494556
A2B2C,8,11910,43758,2.074724361067638,0.001968143383041,128,0.00001537612018,65035.91206969089
A2B2C,8,11910,43758,2.083966350997798,0.0029720695649739,256,0.0000116096467381,86135.26514216872
A2B2C,8,11910,43758,2.0814523090375587,0.0059350796618964,512,0.0000115919524646,86266.74436858346
A2B2C,8,11910,43758,2.1016795930918306,0.0114539767060196,1024,0.0000111855241269,89401.26440643448
A2B2C,8,11910,43758,2.1187445069663227,0.0233595090750604,2048,0.0000114060102905,87673.07538096012
A2B2C,8,11910,43758,2.142511618090793,0.0466997101180022,4096,0.0000114012964155,87709.3238833839
A2B2C,8,11910,43758,2.2351075540063903,0.0936021168929291,8192,0.0000114260396597,87519.38814985106
A2B2C,8,11910,43758,2.303412972949445,0.1882310853670351,16384,0.0000114887137064,87041.94616979735
A2BC,3,50,84,1.9264941540313885,0.0000409128019819,1,0.0000409128019819,24442.22716504032
A2BC,3,50,84,1.8622152749449012,0.0000720061570173,2,0.0000360030785086,27775.402588408186
A2BC,3,50,84,1.8639877749374136,0.0000723435379331,4,0.0000180858844832,55291.738754798906
A2BC,3,50,84,1.8724753750720995,0.0000726917569991,8,9.086469624890014e-6,110053.7437841382
A2BC,3,50,84,1.877116573043168,0.0000723956620786,16,4.524728879914619e-6,221007.71704555035
